*******************************************************************************
 Revised: Sep 28, 2012             Phobos / (Mars)                          401
 SATELLITE PHYSICAL PROPERTIES:
  Radius (km)             = 13.1 x11.1 x9.3 Density (g cm^-3)   =  1.90 +- 0.08
  Mass (10^20 kg )        =  1.08 (10^-4)   Geometric Albedo    =  0.06 
                                 (+- 0.1)   V(1,0)              = +11.8
 SATELLITE ORBITAL DATA:
  Semi-major axis, a (km) = 9.3772(10^3)    Orbital period      = 0.319 d
  Eccentricity, e         = 0.0151          Rotational period   = Synchronous
  Inclination, i  (deg)   = 1.082
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat May 29 10:42:43 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Phobos (401)                    {source: mar097}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2021-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2458492.500000000, A.D. 2019-Jan-09 00:00:00.0000,  1.520476168717376E+08,  1.584482933658796E+08, -4.483511435208395E+05, -1.498652197492919E+01,  2.023409466264165E+01,  1.029737217303914E-01,
2458493.500000000, A.D. 2019-Jan-10 00:00:00.0000,  1.506172439040140E+08,  1.600818118911068E+08, -3.803407664359212E+05, -1.650935825658196E+01,  2.084523889823814E+01,  8.673361088921618E-01,
2458494.500000000, A.D. 2019-Jan-11 00:00:00.0000,  1.491671109136406E+08,  1.617006636088864E+08, -3.093780068372786E+05, -1.811585327651534E+01,  2.005435037339918E+01,  1.574488841944787E+00,
2458495.500000000, A.D. 2019-Jan-12 00:00:00.0000,  1.476988804873439E+08,  1.633000182378080E+08, -2.365900902837664E+05, -1.888367793193226E+01,  1.827233163967256E+01,  1.773559447645338E+00,
2458496.500000000, A.D. 2019-Jan-13 00:00:00.0000,  1.462168698589457E+08,  1.648778573100380E+08, -1.642827164929807E+05, -1.838437827752159E+01,  1.652621299537533E+01,  1.316329386611214E+00,
2458497.500000000, A.D. 2019-Jan-14 00:00:00.0000,  1.447255342797189E+08,  1.664363644925710E+08, -9.452541922541708E+04, -1.700405054310853E+01,  1.591601042035790E+01,  4.844185443350177E-01,
2458498.500000000, A.D. 2019-Jan-15 00:00:00.0000,  1.432264325673493E+08,  1.679807109789419E+08, -2.765970496049523E+04, -1.582543018160787E+01,  1.680614700866631E+01, -1.315782531416474E-01,
2458499.500000000, A.D. 2019-Jan-16 00:00:00.0000,  1.417169712947852E+08,  1.695152597860727E+08,  3.807700013025850E+04, -1.581767718214753E+01,  1.841717350226329E+01, -8.403543988899287E-02,
2458500.500000000, A.D. 2019-Jan-17 00:00:00.0000,  1.401925003001910E+08,  1.710402014472865E+08,  1.052126277621314E+05, -1.704266666683337E+01,  1.947048462255724E+01,  5.652860289609540E-01,
2458501.500000000, A.D. 2019-Jan-18 00:00:00.0000,  1.386498549954529E+08,  1.725516315753407E+08,  1.751992583686188E+05, -1.872489653256317E+01,  1.918297283624979E+01,  1.354819708754897E+00,
2458502.500000000, A.D. 2019-Jan-19 00:00:00.0000,  1.370893779745961E+08,  1.740443722982151E+08,  2.475684120722041E+05, -1.987236540299747E+01,  1.766297191002485E+01,  1.776200928837681E+00,
2458503.500000000, A.D. 2019-Jan-20 00:00:00.0000,  1.355146353275292E+08,  1.755151275956857E+08,  3.203128791136369E+05, -1.982972738849075E+01,  1.575714201291578E+01,  1.550993016284367E+00,
2458504.500000000, A.D. 2019-Jan-21 00:00:00.0000,  1.339303884455869E+08,  1.769645241439852E+08,  3.910938159703538E+05, -1.866302718682201E+01,  1.461895064598257E+01,  7.989998663494688E-01,
2458505.500000000, A.D. 2019-Jan-22 00:00:00.0000,  1.323395724106965E+08,  1.783969675769994E+08,  4.588036186121553E+05, -1.725212659724540E+01,  1.497503568118160E+01,  3.199417295515250E-02,
2458506.500000000, A.D. 2019-Jan-23 00:00:00.0000,  1.307410812381452E+08,  1.798176423957915E+08,  5.244961104711890E+05, -1.672825158284407E+01,  1.645808254699355E+01, -1.888736135078579E-01,
2458507.500000000, A.D. 2019-Jan-24 00:00:00.0000,  1.291306136853781E+08,  1.812285145930282E+08,  5.906473779394031E+05, -1.753943131982724E+01,  1.784653894135833E+01,  2.782986235377329E-01,
2458508.500000000, A.D. 2019-Jan-25 00:00:00.0000,  1.275040848362444E+08,  1.826269704793041E+08,  6.592789151950553E+05, -1.915784507014772E+01,  1.808195391918376E+01,  1.080083337100206E+00,
2458509.500000000, A.D. 2019-Jan-26 00:00:00.0000,  1.258604617341396E+08,  1.840079146818693E+08,  7.306395233114064E+05, -2.059210554501766E+01,  1.694234868835234E+01,  1.684457175063305E+00,
2458510.500000000, A.D. 2019-Jan-27 00:00:00.0000,  1.242022855394286E+08,  1.853670570068591E+08,  8.031794246186912E+05, -2.101095030302378E+01,  1.504273445791643E+01,  1.705343997788185E+00,
2458511.500000000, A.D. 2019-Jan-28 00:00:00.0000,  1.225341939360180E+08,  1.867034729862089E+08,  8.745114788172394E+05, -2.018389089506659E+01,  1.348883119575534E+01,  1.106016853933194E+00,
2458512.500000000, A.D. 2019-Jan-29 00:00:00.0000,  1.208601506757881E+08,  1.880203760190005E+08,  9.429106940183938E+05, -1.871009713639728E+01,  1.325950459681450E+01,  2.714947123239844E-01,
2458513.500000000, A.D. 2019-Jan-30 00:00:00.0000,  1.191806559079655E+08,  1.893231620052381E+08,  1.008616465265214E+06, -1.773407857338768E+01,  1.443263564910827E+01, -1.978939428044892E-01,
2458514.500000000, A.D. 2019-Jan-31 00:00:00.0000,  1.174922803889797E+08,  1.906153790402485E+08,  1.073769955173954E+06, -1.804918456455351E+01,  1.600639389806096E+01,  3.429508983894891E-02,
2458515.500000000, A.D. 2019-Feb-01 00:00:00.0000,  1.157904200839441E+08,  1.918960361283789E+08,  1.140779540481731E+06, -1.946190955555740E+01,  1.673898193397473E+01,  7.737550574256895E-01,
2458516.500000000, A.D. 2019-Feb-02 00:00:00.0000,  1.140727167525524E+08,  1.931605825645269E+08,  1.210617380988061E+06, -2.106697143143883E+01,  1.606717506774863E+01,  1.507781005174889E+00,
2458517.500000000, A.D. 2019-Feb-03 00:00:00.0000,  1.123404810919395E+08,  1.944040801083497E+08,  1.282320629803792E+06, -2.191163751728456E+01,  1.432991313491915E+01,  1.767515669075941E+00,
2458518.500000000, A.D. 2019-Feb-04 00:00:00.0000,  1.105978459180333E+08,  1.956241785306939E+08,  1.353658113038465E+06, -2.150665782754719E+01,  1.250656104988161E+01,  1.373569360952544E+00,
2458519.500000000, A.D. 2019-Feb-05 00:00:00.0000,  1.088493841981257E+08,  1.968226409193078E+08,  1.422483739774525E+06, -2.013981027585038E+01,  1.170891674814029E+01,  5.599029462973002E-01,
2458520.500000000, A.D. 2019-Feb-06 00:00:00.0000,  1.070971134102161E+08,  1.980044675775360E+08,  1.488224243842781E+06, -1.882953849698483E+01,  1.242287682358713E+01, -1.081893963191023E-01,
2458521.500000000, A.D. 2019-Feb-07 00:00:00.0000,  1.053388992919900E+08,  1.991743815135800E+08,  1.552438967638105E+06, -1.861508381615801E+01,  1.400119415391449E+01, -1.411625496806144E-01,
2458522.500000000, A.D. 2019-Feb-08 00:00:00.0000,  1.035701236172429E+08,  2.003331841567276E+08,  1.617675561429262E+06, -1.968928859132038E+01,  1.515633341909184E+01,  4.624782534521295E-01,
2458523.500000000, A.D. 2019-Feb-09 00:00:00.0000,  1.017872824495972E+08,  2.014773348272119E+08,  1.685570596830562E+06, -2.133206583999835E+01,  1.500342384726098E+01,  1.261587217898938E+00,
2458524.500000000, A.D. 2019-Feb-10 00:00:00.0000,  9.999032627058935E+07,  2.026016499140337E+08,  1.755843073565707E+06, -2.253269883422184E+01,  1.356552834485526E+01,  1.734126794370975E+00,
2458525.500000000, A.D. 2019-Feb-11 00:00:00.0000,  9.818256145429449E+07,  2.037025696872614E+08,  1.826597456579849E+06, -2.258640889243923E+01,  1.163447019428824E+01,  1.575815496395216E+00,
2458526.500000000, A.D. 2019-Feb-12 00:00:00.0000,  9.636873666169693E+07,  2.047803093518991E+08,  1.895481404333308E+06, -2.147461874271631E+01,  1.034606440640667E+01,  8.644734508501073E-01,
2458527.500000000, A.D. 2019-Feb-13 00:00:00.0000,  9.455212782303202E+07,  2.058389612892095E+08,  1.961204690609410E+06, -1.998611890947148E+01,  1.050669553329630E+01,  7.086268246736838E-02,
2458528.500000000, A.D. 2019-Feb-14 00:00:00.0000,  9.273214363730410E+07,  2.068838653559768E+08,  2.024576843164012E+06, -1.926736431308179E+01,  1.189876208009879E+01, -2.282080861914748E-01,
2458529.500000000, A.D. 2019-Feb-15 00:00:00.0000,  9.090469816913545E+07,  2.079175683091967E+08,  2.088000445905492E+06, -1.989399064092962E+01,  1.335323115850320E+01,  1.747168608558054E-01,
2458530.500000000, A.D. 2019-Feb-16 00:00:00.0000,  8.906546420478420E+07,  2.089379538347267E+08,  2.153640952540278E+06, -2.143147102796865E+01,  1.372792178920801E+01,  9.662902838927891E-01,
2458531.500000000, A.D. 2019-Feb-17 00:00:00.0000,  8.721299656493616E+07,  2.099400444659269E+08,  2.221950042936221E+06, -2.288973167697610E+01,  1.270071559279934E+01,  1.609254579002990E+00,
2458532.500000000, A.D. 2019-Feb-18 00:00:00.0000,  8.534951369104864E+07,  2.109193627167524E+08,  2.291521825805768E+06, -2.339615172357249E+01,  1.082357366294636E+01,  1.695007398084373E+00,
2458533.500000000, A.D. 2019-Feb-19 00:00:00.0000,  8.347953276157059E+07,  2.118746111479790E+08,  2.360008381938860E+06, -2.265069080552583E+01,  9.167047725203108E+00,  1.151784553850545E+00,
2458534.500000000, A.D. 2019-Feb-20 00:00:00.0000,  8.160722026195353E+07,  2.128086116106294E+08,  2.425565059866965E+06, -2.115524691508095E+01,  8.746834955139732E+00,  3.183587614608547E-01,
2458535.500000000, A.D. 2019-Feb-21 00:00:00.0000,  7.973356840318064E+07,  2.137267066613579E+08,  2.488185278741062E+06, -2.001699474489847E+01,  9.778266642306027E+00, -2.162731961112345E-01,
2458536.500000000, A.D. 2019-Feb-22 00:00:00.0000,  7.785552316117963E+07,  2.146329091418387E+08,  2.549849349769861E+06, -2.012720228856373E+01,  1.136767583100083E+01, -6.140737787131645E-02,
2458537.500000000, A.D. 2019-Feb-23 00:00:00.0000,  7.596838725052941E+07,  2.155268183424087E+08,  2.613041360759869E+06, -2.141630420249869E+01,  1.223017353697993E+01,  6.465087494985928E-01,
2458538.500000000, A.D. 2019-Feb-24 00:00:00.0000,  7.406940535186476E+07,  2.164041448922321E+08,  2.678936427840412E+06, -2.301099707391196E+01,  1.169365359419535E+01,  1.403576364180522E+00,
2458539.500000000, A.D. 2019-Feb-25 00:00:00.0000,  7.215951089157400E+07,  2.172598541961464E+08,  2.746744706133753E+06, -2.392635947981461E+01,  1.002058880136113E+01,  1.721800150514996E+00,
2458540.500000000, A.D. 2019-Feb-26 00:00:00.0000,  7.024262985778935E+07,  2.180912765291765E+08,  2.814317189879149E+06, -2.361514485695108E+01,  8.145565911158007E+00,  1.392250818470534E+00,
2458541.500000000, A.D. 2019-Feb-27 00:00:00.0000,  6.832340342733356E+07,  2.188997602891808E+08,  2.879452187517777E+06, -2.227558140191378E+01,  7.182483748165672E+00,  6.049133365862227E-01,
2458542.500000000, A.D. 2019-Feb-28 00:00:00.0000,  6.640425514380006E+07,  2.196900795404934E+08,  2.941362373889282E+06, -2.085168485567535E+01,  7.721215986644136E+00, -1.066345792894356E-01,
2458543.500000000, A.D. 2019-Mar-01 00:00:00.0000,  6.448352753542311E+07,  2.204672402196332E+08,  3.001384780233294E+06, -2.043122546802635E+01,  9.256444643100185E+00, -2.211072341919507E-01,
2458544.500000000, A.D. 2019-Mar-02 00:00:00.0000,  6.255669093261942E+07,  2.212326552459312E+08,  3.062053551667601E+06, -2.134218938367389E+01,  1.051540429911572E+01,  3.299186751493086E-01,
2458545.500000000, A.D. 2019-Mar-03 00:00:00.0000,  6.061991046911715E+07,  2.219831947824874E+08,  3.125183726757094E+06, -2.293535787302610E+01,  1.051133114719793E+01,  1.133600669390333E+00,
2458546.500000000, A.D. 2019-Mar-04 00:00:00.0000,  5.867271906659906E+07,  2.227136909331086E+08,  3.190692140404612E+06, -2.418314390737693E+01,  9.173244811400684E+00,  1.654703804340686E+00,
2458547.500000000, A.D. 2019-Mar-05 00:00:00.0000,  5.671814256529382E+07,  2.234203281853530E+08,  3.256802137468800E+06, -2.433072440253324E+01,  7.239612626403623E+00,  1.562838853320971E+00,
2458548.500000000, A.D. 2019-Mar-06 00:00:00.0000,  5.476088125942007E+07,  2.241029215726289E+08,  3.321162397083804E+06, -2.328256316840453E+01,  5.825808618856295E+00,  8.974623107865969E-01,
2458549.500000000, A.D. 2019-Mar-07 00:00:00.0000,  5.280449492193507E+07,  2.247652221851416E+08,  3.382322955024481E+06, -2.173627946971038E+01,  5.800437509807612E+00,  8.707660854893318E-02,
2458550.500000000, A.D. 2019-Mar-08 00:00:00.0000,  5.084889373591264E+07,  2.254126440516821E+08,  3.440846015512154E+06, -2.083230427457371E+01,  7.091838607568961E+00, -2.869568552729320E-01,
2458551.500000000, A.D. 2019-Mar-09 00:00:00.0000,  4.889026139141027E+07,  2.260482781572801E+08,  3.499026133818492E+06, -2.126551042268829E+01,  8.607295853717662E+00,  4.579976082128701E-02,
2458552.500000000, A.D. 2019-Mar-10 00:00:00.0000,  4.692406259383801E+07,  2.266705458991669E+08,  3.559154517538294E+06, -2.271046921876113E+01,  9.131609700604468E+00,  8.208876701273740E-01,
2458553.500000000, A.D. 2019-Mar-11 00:00:00.0000,  4.494842217277447E+07,  2.272746231227214E+08,  3.621893273738027E+06, -2.418635710936305E+01,  8.233545507035219E+00,  1.499195892893812E+00,
2458554.500000000, A.D. 2019-Mar-12 00:00:00.0000,  4.296521127284860E+07,  2.278558533197145E+08,  3.685989788091734E+06, -2.477719880947755E+01,  6.398580398476039E+00,  1.648480047553342E+00,
2458555.500000000, A.D. 2019-Mar-13 00:00:00.0000,  4.097880256979128E+07,  2.284125754348602E+08,  3.749145109337777E+06, -2.411750917131451E+01,  4.663903785439889E+00,  1.164080442603324E+00,
2458556.500000000, A.D. 2019-Mar-14 00:00:00.0000,  3.899351532247058E+07,  2.289472131691005E+08,  3.809416107237622E+06, -2.261805650083950E+01,  4.069778221181122E+00,  3.406544227716533E-01,
2458557.500000000, A.D. 2019-Mar-15 00:00:00.0000,  3.701079504746184E+07,  2.294649894928972E+08,  3.866561421087414E+06, -2.133463559009606E+01,  4.954765235564256E+00, -2.521667224304458E-01,
2458558.500000000, A.D. 2019-Mar-16 00:00:00.0000,  3.502799865293804E+07,  2.299703144072582E+08,  3.922374718219280E+06, -2.123776103810625E+01,  6.549306701143964E+00, -1.777520018477423E-01,
2458559.500000000, A.D. 2019-Mar-17 00:00:00.0000,  3.304039040183610E+07,  2.304633942841271E+08,  3.979385499991462E+06, -2.239101349781392E+01,  7.546179237256293E+00,  4.912729719671698E-01,
2458560.500000000, A.D. 2019-Mar-18 00:00:00.0000,  3.104481768901680E+07,  2.309402494345447E+08,  4.038971797501668E+06, -2.396775516689163E+01,  7.160217148043008E+00,  1.267157725590548E+00,
2458561.500000000, A.D. 2019-Mar-19 00:00:00.0000,  2.904180964213859E+07,  2.313957636999830E+08,  4.100528937019467E+06, -2.495050510412748E+01,  5.569107649762937E+00,  1.642039915784557E+00,
2458562.500000000, A.D. 2019-Mar-20 00:00:00.0000,  2.703506513296396E+07,  2.318269526606167E+08,  4.161997669584379E+06, -2.473410254024623E+01,  3.664490337308028E+00,  1.377539548964724E+00,
2458563.500000000, A.D. 2019-Mar-21 00:00:00.0000,  2.502925706046679E+07,  2.322347556001210E+08,  4.221136542159706E+06, -2.343503133495923E+01,  2.557584812453366E+00,  6.232917907543973E-01,
2458564.500000000, A.D. 2019-Mar-22 00:00:00.0000,  2.302716368196837E+07,  2.326236784996154E+08,  4.276964711402342E+06, -2.191836555504359E+01,  2.924215834220332E+00, -1.223913535040323E-01,
2458565.500000000, A.D. 2019-Mar-23 00:00:00.0000,  2.102761014813144E+07,  2.329989285925308E+08,  4.330585073753551E+06, -2.129834833721010E+01,  4.403722170259445E+00, -3.175778383276984E-01,
2458566.500000000, A.D. 2019-Mar-24 00:00:00.0000,  1.902621855681159E+07,  2.333625123291615E+08,  4.384481989309251E+06, -2.203559940700776E+01,  5.763908235406059E+00,  1.737230182333440E-01,
2458567.500000000, A.D. 2019-Mar-25 00:00:00.0000,  1.701884690336987E+07,  2.337117603762623E+08,  4.440637905927062E+06, -2.356957590875712E+01,  5.920950757349338E+00,  9.762896825268768E-01,
2458568.500000000, A.D. 2019-Mar-26 00:00:00.0000,  1.500458667269351E+07,  2.340415493078593E+08,  4.499178676491290E+06, -2.486088523670233E+01,  4.699228725834720E+00,  1.543574032699628E+00,
2458569.500000000, A.D. 2019-Mar-27 00:00:00.0000,  1.298616152982767E+07,  2.343478104144003E+08,  4.558455501426071E+06, -2.510170793584222E+01,  2.782455788669354E+00,  1.517585573799627E+00,
2458570.500000000, A.D. 2019-Mar-28 00:00:00.0000,  1.096819853847400E+07,  2.346299669662555E+08,  4.616129294800654E+06, -2.412548721322871E+01,  1.266020727993189E+00,  9.023576853032229E-01,
2458571.500000000, A.D. 2019-Mar-29 00:00:00.0000,  8.954491214217221E+06,  2.348914111513083E+08,  4.670611798777074E+06, -2.254211296202740E+01,  1.065987576735600E+00,  8.474499299879046E-02,
2458572.500000000, A.D. 2019-Mar-30 00:00:00.0000,  6.945427940111614E+06,  2.351375545136388E+08,  4.722221908579856E+06, -2.146746091969109E+01,  2.246695659031484E+00, -3.593240333032330E-01,
2458573.500000000, A.D. 2019-Mar-31 00:00:00.0000,  4.937514965140373E+06,  2.353719800641007E+08,  4.773113557663098E+06, -2.170182160288612E+01,  3.813664054090610E+00, -1.019701931951433E-01,
2458574.500000000, A.D. 2019-Apr-01 00:00:00.0000,  2.926057304365426E+06,  2.355936812104147E+08,  4.825678869343400E+06, -2.304303965844409E+01,  4.494952145340709E+00,  6.495573209767258E-01,
2458575.500000000, A.D. 2019-Apr-02 00:00:00.0000,  9.087385077113669E+05,  2.357980310325741E+08,  4.880797247201428E+06, -2.453150669726498E+01,  3.741383732357379E+00,  1.359861224454713E+00,
2458576.500000000, A.D. 2019-Apr-03 00:00:00.0000, -1.112942426578213E+06,  2.359802019117208E+08,  4.937380792374164E+06, -2.520559694972822E+01,  1.965976805836852E+00,  1.571480894313303E+00,
2458577.500000000, A.D. 2019-Apr-04 00:00:00.0000, -3.134776304521026E+06,  2.361381740887429E+08,  4.993187571090698E+06, -2.463598736031116E+01,  1.747466842822152E-01,  1.147789097611763E+00,
2458578.500000000, A.D. 2019-Apr-05 00:00:00.0000, -5.152331477063728E+06,  2.362739723806971E+08,  5.046194630876377E+06, -2.314982624095036E+01, -5.760638995390808E-01,  3.424932106311283E-01,
2458579.500000000, A.D. 2019-Apr-06 00:00:00.0000, -7.163750760459385E+06,  2.363926430628120E+08,  5.095940941944614E+06, -2.174142195383210E+01,  1.591204914105057E-01, -3.004699719518155E-01,
2458580.500000000, A.D. 2019-Apr-07 00:00:00.0000, -9.171239485722438E+06,  2.364989183647132E+08,  5.144012431154266E+06, -2.143964655023917E+01,  1.745096445250671E+00, -3.083466998989521E-01,
2458581.500000000, A.D. 2019-Apr-08 00:00:00.0000, -1.117950771464783E+07,  2.365936163072380E+08,  5.192950375361815E+06, -2.244602860842628E+01,  2.876673573645089E+00,  3.142325760050393E-01,
2458582.500000000, A.D. 2019-Apr-09 00:00:00.0000, -1.319209418384291E+07,  2.366731184218425E+08,  5.244331836689234E+06, -2.399741497511602E+01,  2.654649437011063E+00,  1.104061853665874E+00,
2458583.500000000, A.D. 2019-Apr-10 00:00:00.0000, -1.520889965717546E+07,  2.367322480706935E+08,  5.297750165728331E+06, -2.504576625904762E+01,  1.161600170030670E+00,  1.533847835833618E+00,
2458584.500000000, A.D. 2019-Apr-11 00:00:00.0000, -1.722647116386597E+07,  2.367677083382238E+08,  5.351244573915645E+06, -2.492622715422231E+01, -7.532262413749614E-01,  1.334877560867378E+00,
2458585.500000000, A.D. 2019-Apr-12 00:00:00.0000, -1.924013343016556E+07,  2.367800340864301E+08,  5.402547497354969E+06, -2.367999659408021E+01, -1.983932690404594E+00,  6.193755928038418E-01,
2458586.500000000, A.D. 2019-Apr-13 00:00:00.0000, -2.124679998231555E+07,  2.367734319012804E+08,  5.450504070985526E+06, -2.209247900774500E+01, -1.784582552697691E+00, -1.510712999098892E-01,
2458587.500000000, A.D. 2019-Apr-14 00:00:00.0000, -2.324716644900810E+07,  2.367532311539178E+08,  5.495978022107989E+06, -2.128371121313206E+01, -3.742215604261003E-01, -4.245147770001952E-01,
2458588.500000000, A.D. 2019-Apr-15 00:00:00.0000, -2.524539699494457E+07,  2.367219994909783E+08,  5.541368676946640E+06, -2.183924457385157E+01,  1.079785649933185E+00,  3.383317002211839E-04,
2458589.500000000, A.D. 2019-Apr-16 00:00:00.0000, -2.724590215986879E+07,  2.366775737757035E+08,  5.588808222008988E+06, -2.330414278017970E+01,  1.407333932727828E+00,  7.953159560482133E-01,
2458590.500000000, A.D. 2019-Apr-17 00:00:00.0000, -2.925004965979544E+07,  2.366149128082677E+08,  5.638642285969794E+06, -2.463582138652287E+01,  3.174832057740852E-01,  1.406160369755711E+00,
2458591.500000000, A.D. 2019-Apr-18 00:00:00.0000, -3.125544217664863E+07,  2.365296997947980E+08,  5.689361334166601E+06, -2.497089987641395E+01, -1.565322517627999E+00,  1.445689284413505E+00,
2458592.500000000, A.D. 2019-Apr-19 00:00:00.0000, -3.325754613867907E+07,  2.364209692770140E+08,  5.738648027431026E+06, -2.407444479217554E+01, -3.164267546093953E+00,  8.839205306160763E-01,
2458593.500000000, A.D. 2019-Apr-20 00:00:00.0000, -3.525237515838406E+07,  2.362917436825896E+08,  5.784794748390675E+06, -2.247377411433999E+01, -3.526921622711077E+00,  6.780421666962733E-02,
2458594.500000000, A.D. 2019-Apr-21 00:00:00.0000, -3.723909105096989E+07,  2.361473668326685E+08,  5.827885323466852E+06, -2.124652238918120E+01, -2.465694043389671E+00, -4.399918077536547E-01,
2458595.500000000, A.D. 2019-Apr-22 00:00:00.0000, -3.922082166561987E+07,  2.359918503035517E+08,  5.869905802468315E+06, -2.128025338532464E+01, -8.606503337645096E-01, -2.620467478517720E-01,
2458596.500000000, A.D. 2019-Apr-23 00:00:00.0000, -4.120236129817838E+07,  2.358247821409579E+08,  5.913319583301738E+06, -2.250633306391201E+01, -1.933529269357728E-02,  4.581375705324693E-01,
2458597.500000000, A.D. 2019-Apr-24 00:00:00.0000, -4.318646697271780E+07,  2.356417853871796E+08,  5.959225376629382E+06, -2.400203348287119E+01, -6.139956160408528E-01,  1.196508760922763E+00,
2458598.500000000, A.D. 2019-Apr-25 00:00:00.0000, -4.517203992614833E+07,  2.354378757933940E+08,  6.006714807223544E+06, -2.475957025410128E+01, -2.314060612859870E+00,  1.469540001899014E+00,
2458599.500000000, A.D. 2019-Apr-26 00:00:00.0000, -4.715505265069722E+07,  2.352106747210591E+08,  6.053611682224333E+06, -2.428472329125451E+01, -4.143465128787825E+00,  1.108071750716193E+00,
2458600.500000000, A.D. 2019-Apr-27 00:00:00.0000, -4.913099108995886E+07,  2.349618081366265E+08,  6.097827206245750E+06, -2.282737041367795E+01, -5.034238223624946E+00,  3.277006956393700E-01,
2458601.500000000, A.D. 2019-Apr-28 00:00:00.0000, -5.109762762911081E+07,  2.346961035361734E+08,  6.138697919305548E+06, -2.131574039037525E+01, -4.450146225906232E+00, -3.567006054594761E-01,
2458602.500000000, A.D. 2019-Apr-29 00:00:00.0000, -5.305671552364430E+07,  2.344185378104648E+08,  6.177588772632465E+06, -2.081571920438616E+01, -2.888632207063954E+00, -4.468912887992225E-01,
2458603.500000000, A.D. 2019-Apr-30 00:00:00.0000, -5.501287051843370E+07,  2.341305280003377E+08,  6.217016103065386E+06, -2.166483747879632E+01, -1.626888076885704E+00,  1.213775619448685E-01,
